failure,case,tick,agent,policy,action,target_r,target_c,true_r,true_c,attribution,peak_belief,entropy,reason
F1 watching-not-catching,2,3,belief,A_uniform,hold_position,,,9,19,,0.256063,0.4345,hold_position; at -38.83; drawn by gain -39.83; held back by miss +1.00; next best search -30.76; H 0.43; peak traceability 350.7
F1 watching-not-catching,3,5,belief,A_uniform,hold_position,,,5,13,,0.025522,0.9629,hold_position; at -0.57; drawn by gain -1.69; held back by miss +1.12; next best retreat +1.48; H 0.96; peak traceability 6.9
F1 watching-not-catching,3,8,belief,A_uniform,hold_position,,,6,15,,0.445221,0.2665,hold_position; at -38.79; drawn by gain -39.79; held back by miss +1.00; next best search -34.66; H 0.27; peak traceability 894.1
F1 watching-not-catching,3,10,belief,A_uniform,hold_position,,,7,16,,0.562216,0.2381,hold_position; at -36.12; drawn by gain -37.12; held back by miss +1.00; next best search -34.77; H 0.24; peak traceability 561.3
F1 watching-not-catching,3,13,belief,A_uniform,hold_position,,,10,16,,0.288558,0.385,hold_position; at -38.27; drawn by gain -39.32; held back by miss +1.05; next best search -30.44; H 0.39; peak traceability 3684.2
F1 watching-not-catching,3,20,belief,A_uniform,hold_position,,,9,14,,0.352635,0.3326,hold_position; at -33.24; drawn by gain -34.24; held back by miss +1.00; next best search -29.87; H 0.33; peak traceability 434.6
F1 watching-not-catching,3,23,belief,A_uniform,hold_position,,,8,12,,0.322238,0.3544,hold_position; at -37.28; drawn by gain -38.30; held back by miss +1.02; next best search -37.10; H 0.35; peak traceability 1494.9
F1 watching-not-catching,3,24,belief,A_uniform,hold_position,,,8,11,,0.429153,0.308,hold_position; at -37.96; drawn by gain -38.96; held back by miss +1.00; next best search -28.90; H 0.31; peak traceability 40618.7
F1 watching-not-catching,3,25,belief,A_uniform,hold_position,,,8,10,,0.485092,0.2758,hold_position; at -38.40; drawn by gain -39.40; held back by miss +1.00; next best search -29.12; H 0.28; peak traceability 103540.0
F1 watching-not-catching,3,26,belief,A_uniform,hold_position,,,7,10,,0.491709,0.2791,hold_position; at -37.37; drawn by gain -38.37; held back by miss +1.00; next best search -29.15; H 0.28; peak traceability 6069.2
F1 watching-not-catching,5,14,belief,A_uniform,hold_position,,,9,8,,0.154206,0.6624,hold_position; at -25.78; drawn by gain -26.78; held back by miss +1.00; next best search -13.17; H 0.66; peak traceability 122.8
F1 watching-not-catching,5,15,belief,A_uniform,hold_position,,,10,8,,0.363264,0.4155,hold_position; at -33.93; drawn by gain -34.93; held back by miss +1.00; next best search -25.84; H 0.42; peak traceability 1783.4
F1 watching-not-catching,5,16,belief,A_uniform,hold_position,,,10,9,,0.317172,0.3346,hold_position; at -32.11; drawn by gain -33.11; held back by miss +1.00; next best search -28.20; H 0.33; peak traceability 348.9
F1 watching-not-catching,8,19,belief,A_uniform,hold_position,,,9,19,,0.554965,0.2611,hold_position; at -38.11; drawn by gain -39.11; held back by miss +1.00; next best call_reinforcements -32.40; H 0.26; peak traceability 5372.0
F1 watching-not-catching,8,20,belief,A_uniform,hold_position,,,9,18,,0.491533,0.2588,hold_position; at -38.65; drawn by gain -39.65; held back by miss +1.00; next best search -32.72; H 0.26; peak traceability 193982.2
F1 watching-not-catching,10,32,belief,A_uniform,hold_position,,,1,19,,0.225937,0.6593,hold_position; at -18.45; drawn by gain -19.45; held back by miss +1.00; next best search -12.37; H 0.66; peak traceability 100.0
F1 watching-not-catching,10,34,belief,A_uniform,hold_position,,,2,20,,0.394921,0.3626,hold_position; at -38.08; drawn by gain -39.08; held back by miss +1.00; next best search -24.78; H 0.36; peak traceability 1563.4
F1 watching-not-catching,10,35,belief,A_uniform,hold_position,,,3,20,,0.499192,0.3148,hold_position; at -38.72; drawn by gain -39.72; held back by miss +1.00; next best search -30.10; H 0.31; peak traceability 21948.5
F1 watching-not-catching,10,36,belief,A_uniform,hold_position,,,4,20,,0.473485,0.2904,hold_position; at -38.89; drawn by gain -39.89; held back by miss +1.00; next best search -31.12; H 0.29; peak traceability 389676.7
F1 watching-not-catching,10,37,belief,A_uniform,hold_position,,,4,19,,0.308661,0.4157,hold_position; at -38.34; drawn by gain -39.37; held back by miss +1.02; next best search -31.01; H 0.42; peak traceability 986692.0
F1 watching-not-catching,10,38,belief,A_uniform,hold_position,,,4,18,,0.304204,0.4041,hold_position; at -38.45; drawn by gain -39.45; held back by miss +1.00; next best search -30.64; H 0.40; peak traceability 30296406.1
F1 watching-not-catching,11,11,belief,A_uniform,hold_position,,,8,10,,0.375802,0.4882,hold_position; at -31.00; drawn by gain -32.00; held back by miss +1.00; next best search -27.45; H 0.49; peak traceability 10207.9
F1 watching-not-catching,11,12,belief,A_uniform,hold_position,,,7,10,,0.494806,0.352,hold_position; at -35.59; drawn by gain -36.59; held back by miss +1.00; next best search -28.99; H 0.35; peak traceability 292133.7
F1 watching-not-catching,11,13,belief,A_uniform,hold_position,,,6,10,,0.458099,0.3003,hold_position; at -37.43; drawn by gain -38.43; held back by miss +1.00; next best search -30.13; H 0.30; peak traceability 9376212.8
F1 watching-not-catching,11,14,belief,A_uniform,hold_position,,,5,10,,0.509379,0.2664,hold_position; at -38.30; drawn by gain -39.30; held back by miss +1.00; next best search -30.79; H 0.27; peak traceability 244594111.5
F1 watching-not-catching,11,15,belief,A_uniform,hold_position,,,4,10,,0.514695,0.2461,hold_position; at -38.71; drawn by gain -39.71; held back by miss +1.00; next best search -30.93; H 0.25; peak traceability 22737023.6
F1 watching-not-catching,11,16,belief,A_uniform,hold_position,,,4,9,,0.370561,0.2973,hold_position; at -38.91; drawn by gain -39.91; held back by miss +1.00; next best search -30.87; H 0.30; peak traceability 229576.9
F1 watching-not-catching,11,17,belief,A_uniform,hold_position,,,4,8,,0.442113,0.3042,hold_position; at -38.95; drawn by gain -39.95; held back by miss +1.00; next best search -31.84; H 0.30; peak traceability 4129322.2
F1 watching-not-catching,11,24,belief,A_uniform,hold_position,,,4,3,,0.16833,0.7449,hold_position; at -13.45; drawn by gain -14.45; held back by miss +1.00; next best search -5.85; H 0.74; peak traceability 966.9
F1 watching-not-catching,12,29,belief,A_uniform,resume_post,12,20,12,15,0.4222,0.016141,0.8721,"resume_post; -> (12, 20); at +0.00; next best hold_position +0.83; H 0.87; peak traceability 1.0"
F1 watching-not-catching,13,21,belief,A_uniform,hold_position,,,12,17,,0.27076,0.4699,hold_position; at -27.45; drawn by gain -28.45; held back by miss +1.00; next best search -27.07; H 0.47; peak traceability 232.3
F1 watching-not-catching,13,22,belief,A_uniform,hold_position,,,12,18,,0.450064,0.2979,hold_position; at -36.13; drawn by gain -37.13; held back by miss +1.00; next best search -29.69; H 0.30; peak traceability 3013.3
F1 watching-not-catching,13,23,belief,A_uniform,hold_position,,,12,19,,0.528806,0.2295,hold_position; at -38.40; drawn by gain -39.40; held back by miss +1.00; next best search -31.85; H 0.23; peak traceability 34542.1
F1 watching-not-catching,13,24,belief,A_uniform,hold_position,,,12,20,,0.552536,0.2137,hold_position; at -38.87; drawn by gain -39.87; held back by miss +1.00; next best search -32.56; H 0.21; peak traceability 444504.1
F1 watching-not-catching,16,18,belief,A_uniform,hold_position,,,10,14,,0.412235,0.3732,hold_position; at -27.70; drawn by gain -28.70; held back by miss +1.00; next best search -27.06; H 0.37; peak traceability 357.5
F1 watching-not-catching,16,19,belief,A_uniform,hold_position,,,9,14,,0.422355,0.3644,hold_position; at -32.49; drawn by gain -33.49; held back by miss +1.00; next best search -28.77; H 0.36; peak traceability 316896.1
F1 watching-not-catching,16,21,belief,A_uniform,hold_position,,,8,13,,0.140315,0.6148,hold_position; at -22.43; drawn by gain -23.43; held back by miss +1.00; next best search -16.14; H 0.61; peak traceability 67752037.0
F1 watching-not-catching,16,22,belief,A_uniform,hold_position,,,8,12,,0.283208,0.531,hold_position; at -29.05; drawn by gain -30.05; held back by miss +1.00; next best search -20.41; H 0.53; peak traceability 3024046630.1
F1 watching-not-catching,16,23,belief,A_uniform,hold_position,,,8,11,,0.369357,0.4323,hold_position; at -33.70; drawn by gain -34.70; held back by miss +1.00; next best search -25.43; H 0.43; peak traceability 69235729816.4
F1 watching-not-catching,16,24,belief,A_uniform,hold_position,,,8,10,,0.424429,0.3578,hold_position; at -36.22; drawn by gain -37.22; held back by miss +1.00; next best search -27.98; H 0.36; peak traceability 3129048939.0
F1 watching-not-catching,16,25,belief,A_uniform,hold_position,,,7,10,,0.471454,0.2969,hold_position; at -37.54; drawn by gain -38.54; held back by miss +1.00; next best search -29.07; H 0.30; peak traceability 23768246.6
F1 watching-not-catching,16,54,belief,A_uniform,hold_position,,,10,8,,0.366063,0.4758,hold_position; at -29.51; drawn by gain -30.51; held back by miss +1.00; next best search -19.08; H 0.48; peak traceability 135254.8
F1 watching-not-catching,16,55,belief,A_uniform,hold_position,,,10,9,,0.335766,0.3795,hold_position; at -36.26; drawn by gain -37.26; held back by miss +1.00; next best search -26.90; H 0.38; peak traceability 3430008.4
F1 watching-not-catching,16,56,belief,A_uniform,hold_position,,,10,10,,0.511643,0.3012,hold_position; at -38.22; drawn by gain -39.22; held back by miss +1.00; next best search -29.14; H 0.30; peak traceability 38927737.7
F1 watching-not-catching,16,57,belief,A_uniform,hold_position,,,10,11,,0.503603,0.2698,hold_position; at -38.72; drawn by gain -39.72; held back by miss +1.00; next best search -30.40; H 0.27; peak traceability 343885839.1
F1 watching-not-catching,16,58,belief,A_uniform,hold_position,,,9,11,,0.326024,0.4052,hold_position; at -37.25; drawn by gain -38.27; held back by miss +1.02; next best search -29.61; H 0.41; peak traceability 415603332.6
F1 watching-not-catching,16,59,belief,A_uniform,hold_position,,,10,11,,0.195834,0.6114,hold_position; at -29.87; drawn by gain -30.92; held back by miss +1.05; next best search -22.27; H 0.61; peak traceability 308953388.5
F1 watching-not-catching,16,60,belief,A_uniform,hold_position,,,10,12,,0.383554,0.4325,hold_position; at -34.90; drawn by gain -35.90; held back by miss +1.00; next best search -26.41; H 0.43; peak traceability 9441033358.9
F1 watching-not-catching,16,61,belief,A_uniform,hold_position,,,10,13,,0.494469,0.3107,hold_position; at -37.70; drawn by gain -38.70; held back by miss +1.00; next best search -29.60; H 0.31; peak traceability 256041783836.6
F1 watching-not-catching,16,62,belief,A_uniform,hold_position,,,10,14,,0.52523,0.2641,hold_position; at -38.58; drawn by gain -39.58; held back by miss +1.00; next best search -31.34; H 0.26; peak traceability 7726849911.3
F1 watching-not-catching,17,21,belief,A_uniform,hold_position,,,10,11,,0.100027,0.7692,hold_position; at -9.92; drawn by gain -10.92; held back by miss +1.00; next best search -7.06; H 0.77; peak traceability 638344.1
F1 watching-not-catching,17,22,belief,A_uniform,hold_position,,,10,12,,0.21961,0.6796,hold_position; at -18.28; drawn by gain -19.28; held back by miss +1.00; next best search -11.73; H 0.68; peak traceability 22305968.1
F1 watching-not-catching,17,23,belief,A_uniform,hold_position,,,10,13,,0.334608,0.5481,hold_position; at -26.49; drawn by gain -27.49; held back by miss +1.00; next best search -19.59; H 0.55; peak traceability 634191459.1
F1 watching-not-catching,17,24,belief,A_uniform,hold_position,,,10,12,,0.489597,0.3165,hold_position; at -37.13; drawn by gain -38.13; held back by miss +1.00; next best search -30.56; H 0.32; peak traceability 2425056865.2
F1 watching-not-catching,17,25,belief,A_uniform,hold_position,,,10,13,,0.472836,0.2624,hold_position; at -38.69; drawn by gain -39.69; held back by miss +1.00; next best search -32.45; H 0.26; peak traceability 6293579272.0
F1 watching-not-catching,17,26,belief,A_uniform,hold_position,,,10,14,,0.53729,0.2472,hold_position; at -38.93; drawn by gain -39.93; held back by miss +1.00; next best search -32.41; H 0.25; peak traceability 19234220252.3
F1 watching-not-catching,17,27,belief,A_uniform,hold_position,,,9,14,,0.409005,0.2889,hold_position; at -38.98; drawn by gain -39.98; held back by miss +1.00; next best search -32.18; H 0.29; peak traceability 166691128.5
F1 watching-not-catching,17,28,belief,A_uniform,hold_position,,,10,14,,0.486316,0.2656,hold_position; at -39.00; drawn by gain -40.00; held back by miss +1.00; next best search -32.52; H 0.27; peak traceability 137510779.8
F1 watching-not-catching,17,29,belief,A_uniform,hold_position,,,10,15,,0.533975,0.2282,hold_position; at -39.00; drawn by gain -40.00; held back by miss +1.00; next best search -32.84; H 0.23; peak traceability 109752661.4
F1 watching-not-catching,17,30,belief,A_uniform,hold_position,,,10,16,,0.379991,0.3158,hold_position; at -38.61; drawn by gain -39.64; held back by miss +1.02; next best search -33.16; H 0.32; peak traceability 59024647.3
F1 watching-not-catching,17,47,belief,A_uniform,hold_position,,,8,19,,0.119102,0.6867,hold_position; at -16.85; drawn by gain -17.85; held back by miss +1.00; next best search -15.99; H 0.69; peak traceability 6208.7
F1 watching-not-catching,17,48,belief,A_uniform,hold_position,,,8,18,,0.320101,0.5363,hold_position; at -27.56; drawn by gain -28.56; held back by miss +1.00; next best search -24.69; H 0.54; peak traceability 286821.2
F1 watching-not-catching,17,49,belief,A_uniform,hold_position,,,8,17,,0.452622,0.3829,hold_position; at -34.67; drawn by gain -35.67; held back by miss +1.00; next best search -28.44; H 0.38; peak traceability 9322850.1
F1 watching-not-catching,18,0,belief,A_uniform,hold_position,,,10,5,,0.327207,0.3754,hold_position; at -37.99; drawn by gain -38.99; held back by miss +1.00; next best search -37.00; H 0.38; peak traceability 65.8
F1 watching-not-catching,18,1,belief,A_uniform,hold_position,,,10,4,,0.234902,0.5501,hold_position; at -33.09; drawn by gain -34.11; held back by miss +1.02; next best search -32.17; H 0.55; peak traceability 268.8
F1 watching-not-catching,18,2,belief,A_uniform,hold_position,,,10,5,,0.106947,0.8444,hold_position; at -17.63; drawn by gain -18.68; held back by miss +1.05; next best search -9.03; H 0.84; peak traceability 802.2
F1 watching-not-catching,18,3,belief,A_uniform,hold_position,,,10,4,,0.269296,0.5218,hold_position; at -31.92; drawn by gain -32.92; held back by miss +1.00; next best search -23.40; H 0.52; peak traceability 13559.8
F1 watching-not-catching,18,4,belief,A_uniform,hold_position,,,10,3,,0.445244,0.3383,hold_position; at -37.29; drawn by gain -38.29; held back by miss +1.00; next best search -29.72; H 0.34; peak traceability 162707.3
F1 watching-not-catching,19,0,belief,A_uniform,hold_position,,,4,6,,0.310057,0.408,hold_position; at -37.72; drawn by gain -38.72; held back by miss +1.00; next best search -35.76; H 0.41; peak traceability 62.3
F1 watching-not-catching,19,1,belief,A_uniform,hold_position,,,4,7,,0.425867,0.2756,hold_position; at -38.33; drawn by gain -39.33; held back by miss +1.00; next best search -36.78; H 0.28; peak traceability 461.3
F1 watching-not-catching,19,9,belief,A_uniform,hold_position,,,10,9,,0.112233,0.6657,hold_position; at -32.79; drawn by gain -33.79; held back by miss +1.00; next best search -15.08; H 0.67; peak traceability 80.8
F1 watching-not-catching,19,13,belief,A_uniform,hold_position,,,9,12,,0.292257,0.4526,hold_position; at -29.98; drawn by gain -30.98; held back by miss +1.00; next best search -25.59; H 0.45; peak traceability 160.8
F1 watching-not-catching,19,16,belief,A_uniform,hold_position,,,10,14,,0.365197,0.3154,hold_position; at -31.38; drawn by gain -32.38; held back by miss +1.00; next best search -30.79; H 0.32; peak traceability 191.8
F1 watching-not-catching,20,3,belief,A_uniform,hold_position,,,10,16,,0.131494,0.7554,hold_position; at -16.68; drawn by gain -17.68; held back by miss +1.00; next best search -5.85; H 0.76; peak traceability 140.4
F1 watching-not-catching,20,4,belief,A_uniform,hold_position,,,10,15,,0.348091,0.5,hold_position; at -29.74; drawn by gain -30.74; held back by miss +1.00; next best search -22.44; H 0.50; peak traceability 2502.3
F1 watching-not-catching,20,5,belief,A_uniform,hold_position,,,10,14,,0.31183,0.3611,hold_position; at -28.06; drawn by gain -29.06; held back by miss +1.00; next best search -27.60; H 0.36; peak traceability 204.6
F1 watching-not-catching,20,11,belief,A_uniform,hold_position,,,9,11,,0.316579,0.3684,hold_position; at -36.08; drawn by gain -37.08; held back by miss +1.00; next best search -25.41; H 0.37; peak traceability 1128.0
F1 watching-not-catching,20,13,belief,A_uniform,hold_position,,,8,10,,0.454385,0.3045,hold_position; at -37.46; drawn by gain -38.46; held back by miss +1.00; next best search -32.37; H 0.30; peak traceability 2529.2
F1 watching-not-catching,20,22,belief,A_uniform,hold_position,,,3,10,,0.362468,0.3512,hold_position; at -38.56; drawn by gain -39.56; held back by miss +1.00; next best search -25.76; H 0.35; peak traceability 368.4
F1 watching-not-catching,20,23,belief,A_uniform,hold_position,,,4,10,,0.466385,0.2812,hold_position; at -38.93; drawn by gain -39.93; held back by miss +1.00; next best search -30.22; H 0.28; peak traceability 3276.8
F1 watching-not-catching,20,24,belief,A_uniform,hold_position,,,5,10,,0.453524,0.2577,hold_position; at -38.99; drawn by gain -39.99; held back by miss +1.00; next best search -30.56; H 0.26; peak traceability 21654.5
F1 watching-not-catching,20,25,belief,A_uniform,hold_position,,,6,10,,0.531266,0.2466,hold_position; at -39.00; drawn by gain -40.00; held back by miss +1.00; next best search -31.48; H 0.25; peak traceability 250103.5
F1 watching-not-catching,20,26,belief,A_uniform,hold_position,,,7,10,,0.540784,0.2405,hold_position; at -39.00; drawn by gain -40.00; held back by miss +1.00; next best search -32.40; H 0.24; peak traceability 2941192.0
F1 watching-not-catching,20,27,belief,A_uniform,hold_position,,,8,10,,0.534513,0.2378,hold_position; at -39.00; drawn by gain -40.00; held back by miss +1.00; next best search -33.32; H 0.24; peak traceability 41194972.3
F1 watching-not-catching,20,28,belief,A_uniform,hold_position,,,9,10,,0.541363,0.2375,hold_position; at -39.00; drawn by gain -40.00; held back by miss +1.00; next best search -34.24; H 0.24; peak traceability 666818900.0
F1 watching-not-catching,21,13,belief,A_uniform,hold_position,,,10,20,,0.33784,0.4795,hold_position; at -34.84; drawn by gain -35.84; held back by miss +1.00; next best search -23.30; H 0.48; peak traceability 325.7
F1 watching-not-catching,21,24,belief,A_uniform,hold_position,,,12,13,,0.327182,0.2864,hold_position; at -34.76; drawn by gain -35.76; held back by miss +1.00; next best search -32.98; H 0.29; peak traceability 656.5
F1 watching-not-catching,21,28,belief,A_uniform,hold_position,,,12,11,,0.488671,0.2329,hold_position; at -38.89; drawn by gain -39.89; held back by miss +1.00; next best search -30.52; H 0.23; peak traceability 4268.4
F1 watching-not-catching,21,29,belief,A_uniform,hold_position,,,12,10,,0.426303,0.2154,hold_position; at -38.83; drawn by gain -39.83; held back by miss +1.00; next best search -30.24; H 0.22; peak traceability 17748.4
F1 watching-not-catching,21,30,belief,A_uniform,hold_position,,,12,9,,0.497249,0.2176,hold_position; at -37.14; drawn by gain -38.14; held back by miss +1.00; next best search -34.64; H 0.22; peak traceability 8251.0
F1 watching-not-catching,21,41,belief,A_uniform,hold_position,,,10,2,,0.294229,0.3396,hold_position; at -33.32; drawn by gain -34.35; held back by miss +1.02; next best search -29.95; H 0.34; peak traceability 1275.7
F1 watching-not-catching,21,67,belief,A_uniform,hold_position,,,8,8,,0.271758,0.4528,hold_position; at -35.58; drawn by gain -36.58; held back by miss +1.00; next best search -24.15; H 0.45; peak traceability 39.5
F1 watching-not-catching,21,68,belief,A_uniform,hold_position,,,9,8,,0.144266,0.6563,hold_position; at -24.25; drawn by gain -25.28; held back by miss +1.02; next best search -23.23; H 0.66; peak traceability 129.2
F1 watching-not-catching,21,69,belief,A_uniform,hold_position,,,10,8,,0.284182,0.4962,hold_position; at -29.02; drawn by gain -30.02; held back by miss +1.00; next best search -26.36; H 0.50; peak traceability 1415.7
F1 watching-not-catching,21,74,belief,A_uniform,hold_position,,,10,13,,0.357447,0.3245,hold_position; at -34.25; drawn by gain -35.25; held back by miss +1.00; next best search -24.66; H 0.32; peak traceability 114.2
F1 watching-not-catching,22,5,belief,A_uniform,hold_position,,,10,17,,0.238687,0.6204,hold_position; at -27.16; drawn by gain -28.16; held back by miss +1.00; next best search -18.59; H 0.62; peak traceability 1138.4
F1 watching-not-catching,22,6,belief,A_uniform,hold_position,,,10,16,,0.26347,0.4456,hold_position; at -32.24; drawn by gain -33.24; held back by miss +1.00; next best search -28.11; H 0.45; peak traceability 36201.6
F1 watching-not-catching,24,7,belief,A_uniform,hold_position,,,7,8,,0.31742,0.3683,hold_position; at -38.21; drawn by gain -39.21; held back by miss +1.00; next best search -26.32; H 0.37; peak traceability 401.5
F1 watching-not-catching,24,8,belief,A_uniform,hold_position,,,8,8,,0.221045,0.4991,hold_position; at -34.61; drawn by gain -35.64; held back by miss +1.02; next best search -29.66; H 0.50; peak traceability 1985.8
F1 watching-not-catching,24,9,belief,A_uniform,hold_position,,,8,9,,0.269896,0.4041,hold_position; at -37.71; drawn by gain -38.71; held back by miss +1.00; next best search -29.63; H 0.40; peak traceability 18527.4
F1 watching-not-catching,24,10,belief,A_uniform,hold_position,,,9,9,,0.163028,0.5501,hold_position; at -32.17; drawn by gain -33.19; held back by miss +1.02; next best search -28.55; H 0.55; peak traceability 69934.6
F1 watching-not-catching,24,13,belief,A_uniform,hold_position,,,9,10,,0.341681,0.3237,hold_position; at -38.66; drawn by gain -39.66; held back by miss +1.00; next best search -25.95; H 0.32; peak traceability 4160.8
F1 watching-not-catching,24,14,belief,A_uniform,hold_position,,,8,10,,0.247456,0.4199,hold_position; at -36.75; drawn by gain -37.77; held back by miss +1.02; next best search -30.25; H 0.42; peak traceability 12951.1
F1 watching-not-catching,24,15,belief,A_uniform,hold_position,,,9,10,,0.38083,0.3477,hold_position; at -38.56; drawn by gain -39.56; held back by miss +1.00; next best search -29.32; H 0.35; peak traceability 66546.0
F1 watching-not-catching,24,16,belief,A_uniform,hold_position,,,9,11,,0.381435,0.3261,hold_position; at -38.31; drawn by gain -39.31; held back by miss +1.00; next best search -29.64; H 0.33; peak traceability 128542.4
F1 watching-not-catching,24,17,belief,A_uniform,hold_position,,,10,11,,0.34528,0.3248,hold_position; at -34.88; drawn by gain -35.88; held back by miss +1.00; next best search -29.36; H 0.32; peak traceability 5270.1
F1 watching-not-catching,25,7,belief,A_uniform,hold_position,,,10,11,,0.056783,0.8212,hold_position; at -4.23; drawn by gain -5.23; held back by miss +1.00; next best search -2.65; H 0.82; peak traceability 25.4
F1 watching-not-catching,25,8,belief,A_uniform,hold_position,,,10,12,,0.111356,0.7186,hold_position; at -16.19; drawn by gain -17.19; held back by miss +1.00; next best search -14.63; H 0.72; peak traceability 69.5
F1 watching-not-catching,25,9,belief,A_uniform,hold_position,,,10,13,,0.209243,0.6146,hold_position; at -23.63; drawn by gain -24.63; held back by miss +1.00; next best search -21.70; H 0.61; peak traceability 8931.9
F1 watching-not-catching,25,12,belief,A_uniform,hold_position,,,10,14,,0.319354,0.5993,hold_position; at -17.49; drawn by gain -18.49; held back by miss +1.00; next best search -13.54; H 0.60; peak traceability 604.5
F1 watching-not-catching,26,9,belief,A_uniform,hold_position,,,6,14,,0.440102,0.2892,hold_position; at -38.13; drawn by gain -39.13; held back by miss +1.00; next best search -36.94; H 0.29; peak traceability 1734.4
F1 watching-not-catching,27,8,belief,A_uniform,hold_position,,,4,8,,0.43575,0.2718,hold_position; at -32.69; drawn by gain -33.69; held back by miss +1.00; next best search -27.44; H 0.27; peak traceability 1391.4
F1 watching-not-catching,28,12,belief,A_uniform,hold_position,,,4,8,,0.178814,0.5962,hold_position; at -24.64; drawn by gain -25.64; held back by miss +1.00; next best search -20.75; H 0.60; peak traceability 424.3
F1 watching-not-catching,28,14,belief,A_uniform,hold_position,,,4,6,,0.26734,0.4616,hold_position; at -30.91; drawn by gain -31.91; held back by miss +1.00; next best search -21.19; H 0.46; peak traceability 85878.1
F1 watching-not-catching,31,14,belief,A_uniform,hold_position,,,10,10,,0.055986,0.7776,hold_position; at -5.78; drawn by gain -6.78; held back by miss +1.00; next best retreat +1.35; H 0.78; peak traceability 16.8
F1 watching-not-catching,31,16,belief,A_uniform,hold_position,,,10,10,,0.376412,0.3813,hold_position; at -36.49; drawn by gain -37.49; held back by miss +1.00; next best search -24.26; H 0.38; peak traceability 878.3
F1 watching-not-catching,31,17,belief,A_uniform,hold_position,,,10,11,,0.412715,0.3264,hold_position; at -38.31; drawn by gain -39.31; held back by miss +1.00; next best search -29.97; H 0.33; peak traceability 15275.9
F1 watching-not-catching,31,18,belief,A_uniform,hold_position,,,10,12,,0.497876,0.285,hold_position; at -38.79; drawn by gain -39.79; held back by miss +1.00; next best search -31.10; H 0.28; peak traceability 288990.7
F1 watching-not-catching,31,19,belief,A_uniform,hold_position,,,10,13,,0.516949,0.2588,hold_position; at -38.93; drawn by gain -39.93; held back by miss +1.00; next best search -32.08; H 0.26; peak traceability 1925466.9
F1 watching-not-catching,31,20,belief,A_uniform,hold_position,,,10,14,,0.519479,0.2452,hold_position; at -38.97; drawn by gain -39.97; held back by miss +1.00; next best search -34.21; H 0.25; peak traceability 905333.3
F1 watching-not-catching,35,22,belief,A_uniform,hold_position,,,12,17,,0.22764,0.6174,hold_position; at -21.67; drawn by gain -22.67; held back by miss +1.00; next best search -13.99; H 0.62; peak traceability 221.4
F1 watching-not-catching,35,23,belief,A_uniform,hold_position,,,12,18,,0.410477,0.3444,hold_position; at -34.66; drawn by gain -35.66; held back by miss +1.00; next best search -27.78; H 0.34; peak traceability 2757.8
F1 watching-not-catching,35,24,belief,A_uniform,hold_position,,,12,19,,0.517216,0.24,hold_position; at -38.12; drawn by gain -39.12; held back by miss +1.00; next best search -31.50; H 0.24; peak traceability 33908.1
F1 watching-not-catching,36,2,belief,A_uniform,hold_position,,,6,3,,0.465322,0.3072,hold_position; at -38.17; drawn by gain -39.17; held back by miss +1.00; next best search -25.57; H 0.31; peak traceability 539.2
F1 watching-not-catching,36,3,belief,A_uniform,hold_position,,,6,4,,0.437009,0.3121,hold_position; at -33.92; drawn by gain -34.92; held back by miss +1.00; next best search -29.54; H 0.31; peak traceability 2816.8
F1 watching-not-catching,36,14,belief,A_uniform,hold_position,,,4,1,,0.468287,0.2387,hold_position; at -38.99; drawn by gain -39.99; held back by miss +1.00; next best search -38.18; H 0.24; peak traceability 1052.6
F1 watching-not-catching,36,15,belief,A_uniform,hold_position,,,4,2,,0.395569,0.2496,hold_position; at -39.00; drawn by gain -40.00; held back by miss +1.00; next best search -38.80; H 0.25; peak traceability 5601.1
F1 watching-not-catching,36,16,belief,A_uniform,hold_position,,,4,3,,0.557685,0.2395,hold_position; at -39.00; drawn by gain -40.00; held back by miss +1.00; next best search -38.80; H 0.24; peak traceability 59536.3
F1 watching-not-catching,37,0,belief,A_uniform,hold_position,,,4,6,,0.310057,0.408,hold_position; at -37.72; drawn by gain -38.72; held back by miss +1.00; next best search -35.76; H 0.41; peak traceability 62.3
F1 watching-not-catching,37,1,belief,A_uniform,hold_position,,,4,7,,0.425867,0.2756,hold_position; at -38.33; drawn by gain -39.33; held back by miss +1.00; next best search -36.78; H 0.28; peak traceability 461.3
F1 watching-not-catching,37,9,belief,A_uniform,hold_position,,,10,9,,0.154437,0.5291,hold_position; at -38.30; drawn by gain -39.30; held back by miss +1.00; next best search -21.95; H 0.53; peak traceability 111.2
F1 watching-not-catching,37,14,belief,A_uniform,hold_position,,,10,12,,0.379524,0.28,hold_position; at -35.28; drawn by gain -36.28; held back by miss +1.00; next best search -31.76; H 0.28; peak traceability 211.0
F1 watching-not-catching,37,29,belief,A_uniform,hold_position,,,4,15,,0.411086,0.3194,hold_position; at -36.59; drawn by gain -37.59; held back by miss +1.00; next best search -26.47; H 0.32; peak traceability 801.4
F1 watching-not-catching,38,41,belief,A_uniform,hold_position,,,12,9,,0.419074,0.4784,hold_position; at -30.15; drawn by gain -31.15; held back by miss +1.00; next best call_reinforcements -21.53; H 0.48; peak traceability 91124.6
F1 watching-not-catching,38,42,belief,A_uniform,hold_position,,,12,10,,0.519511,0.3139,hold_position; at -35.93; drawn by gain -36.93; held back by miss +1.00; next best call_reinforcements -29.56; H 0.31; peak traceability 2529239.1
