failure,case,tick,agent,policy,action,target_r,target_c,true_r,true_c,attribution,peak_belief,entropy,reason
F3 illegible-commit,5,23,belief,A_uniform,search,2,14,10,16,0.0014,0.066155,0.7957,"search; -> (2, 14); at -9.62; drawn by gain -15.87; held back by travel +5.40; next best hold_position +0.63; H 0.80; peak traceability 7.1"
F3 illegible-commit,5,24,belief,A_uniform,search,2,14,9,16,0.0014,0.066938,0.8012,"search; -> (2, 14); at -9.42; drawn by gain -15.04; held back by travel +4.80; next best hold_position +0.31; H 0.80; peak traceability 7.3"
F3 illegible-commit,5,25,belief,A_uniform,search,2,14,8,16,0.0015,0.067224,0.8187,"search; -> (2, 14); at -6.59; drawn by gain -11.53; held back by travel +4.20; next best hold_position -0.59; H 0.82; peak traceability 8.2"
F3 illegible-commit,5,29,belief,A_uniform,search,10,15,5,15,0.1427,0.024634,0.8708,"search; -> (10, 15); at -1.79; drawn by gain -13.15; held back by travel +8.40; next best hold_position +1.13; H 0.87; peak traceability 4.0"
F3 illegible-commit,5,30,belief,A_uniform,search,10,15,4,15,0.1812,0.024253,0.8711,"search; -> (10, 15); at -2.13; drawn by gain -12.90; held back by travel +7.80; next best hold_position +1.10; H 0.87; peak traceability 4.0"
F3 illegible-commit,5,31,belief,A_uniform,search,10,15,4,16,0.2236,0.024081,0.8705,"search; -> (10, 15); at -2.30; drawn by gain -12.47; held back by travel +7.20; next best hold_position +1.02; H 0.87; peak traceability 4.0"
F3 illegible-commit,5,32,belief,A_uniform,search,10,15,4,17,0.2695,0.022483,0.8701,"search; -> (10, 15); at -2.13; drawn by gain -11.66; held back by travel +6.60; next best hold_position +0.81; H 0.87; peak traceability 4.0"
F3 illegible-commit,5,33,belief,A_uniform,search,10,15,4,18,0.3185,0.022092,0.8686,"search; -> (10, 15); at -1.04; drawn by gain -9.86; held back by travel +6.00; next best hold_position +0.51; H 0.87; peak traceability 3.2"
F3 illegible-commit,5,34,belief,A_uniform,search,10,15,4,19,0.3704,0.016859,0.8645,"search; -> (10, 15); at -0.27; drawn by gain -8.40; held back by travel +5.40; next best hold_position +0.77; H 0.86; peak traceability 3.1"
F3 illegible-commit,5,35,belief,A_uniform,search,10,15,4,20,0.4246,0.016759,0.8604,"search; -> (10, 15); at +0.27; drawn by gain -7.51; held back by travel +4.80; next best hold_position +1.16; H 0.86; peak traceability 1.0"
F3 illegible-commit,5,37,belief,A_uniform,search,9,17,4,22,0.0158,0.017317,0.8576,"search; -> (9, 17); at -0.91; drawn by gain -12.49; held back by travel +6.00; next best hold_position +1.41; H 0.86; peak traceability 1.1"
F3 illegible-commit,5,38,belief,A_uniform,search,9,17,4,21,0.0197,0.017502,0.8569,"search; -> (9, 17); at -1.21; drawn by gain -12.15; held back by illegibility +5.54; next best hold_position +1.32; H 0.86; peak traceability 1.1"
F3 illegible-commit,6,15,belief,A_uniform,search,9,17,6,21,0.8467,0.0217,0.904,"search; -> (9, 17); at -2.37; drawn by gain -10.94; held back by travel +5.40; next best hold_position +1.10; H 0.90; peak traceability 1.9"
F3 illegible-commit,6,16,belief,A_uniform,search,9,17,6,22,0.8695,0.0189,0.9048,"search; -> (9, 17); at -2.34; drawn by gain -10.39; held back by travel +4.80; next best hold_position +1.01; H 0.90; peak traceability 1.8"
F3 illegible-commit,6,17,belief,A_uniform,search,9,17,6,21,0.8917,0.016954,0.905,"search; -> (9, 17); at -2.39; drawn by gain -9.93; held back by travel +4.20; next best hold_position +1.09; H 0.90; peak traceability 1.8"
F3 illegible-commit,6,19,belief,A_uniform,search,8,16,6,19,0.806,0.013592,0.9061,"search; -> (8, 16); at -1.84; drawn by gain -9.18; held back by illegibility +3.74; next best hold_position +1.11; H 0.91; peak traceability 1.6"
F3 illegible-commit,6,20,belief,A_uniform,search,8,16,6,18,0.8233,0.013228,0.9055,"search; -> (8, 16); at -1.63; drawn by gain -8.40; held back by illegibility +3.76; next best hold_position +0.97; H 0.91; peak traceability 1.6"
F3 illegible-commit,10,28,belief,A_uniform,search,4,17,3,17,0.4706,0.081198,0.8128,"search; -> (4, 17); at -16.04; drawn by gain -23.61; held back by dither +4.00; next best search -15.95; H 0.81; peak traceability 10.6"
F3 illegible-commit,10,29,belief,A_uniform,search,4,17,2,17,0.6131,0.078797,0.8145,"search; -> (4, 17); at -20.49; drawn by gain -23.41; held back by travel +2.40; next best search -7.32; H 0.81; peak traceability 11.5"
F3 illegible-commit,10,30,belief,A_uniform,search,4,17,1,17,0.7555,0.067315,0.8429,"search; -> (4, 17); at -17.71; drawn by gain -20.00; held back by travel +1.80; next best search -4.29; H 0.84; peak traceability 12.4"
F3 illegible-commit,10,31,belief,A_uniform,search,2,17,1,18,0.0922,0.034714,0.8951,"search; -> (2, 17); at -3.36; drawn by gain -10.75; held back by dither +4.00; next best hold_position -2.97; H 0.90; peak traceability 6.1"
F3 illegible-commit,11,10,belief,A_uniform,search,10,15,8,11,0.6119,0.176538,0.6436,"search; -> (10, 15); at -24.90; drawn by gain -32.83; held back by travel +6.00; next best hold_position -20.87; H 0.64; peak traceability 264.6"
F3 illegible-commit,12,26,belief,A_uniform,search,7,5,12,12,0.819,0.021769,0.8802,"search; -> (7, 5); at -4.90; drawn by gain -12.22; held back by illegibility +3.72; next best hold_position +0.95; H 0.88; peak traceability 1.6"
F3 illegible-commit,12,27,belief,A_uniform,search,7,5,12,13,0.8292,0.023568,0.88,"search; -> (7, 5); at -4.12; drawn by gain -10.69; held back by illegibility +3.58; next best hold_position +0.29; H 0.88; peak traceability 1.7"
F3 illegible-commit,16,28,belief,A_uniform,search,8,16,5,9,0.0,0.069056,0.8056,"search; -> (8, 16); at -10.61; drawn by gain -14.06; held back by travel +3.00; next best search -8.28; H 0.81; peak traceability 13.2"
F3 illegible-commit,16,29,belief,A_uniform,search,8,16,4,9,0.0,0.065303,0.798,"search; -> (8, 16); at -9.58; drawn by gain -12.42; held back by travel +2.40; next best search -4.14; H 0.80; peak traceability 13.7"
F3 illegible-commit,16,30,belief,A_uniform,search,8,16,4,10,0.0,0.052534,0.7969,"search; -> (8, 16); at -7.78; drawn by gain -10.04; held back by travel +1.80; next best search -3.05; H 0.80; peak traceability 13.0"
F3 illegible-commit,16,31,belief,A_uniform,search,3,21,4,9,0.0,0.040951,0.8069,"search; -> (3, 21); at -11.12; drawn by gain -25.46; held back by travel +8.40; next best hold_position -0.69; H 0.81; peak traceability 3.1"
F3 illegible-commit,16,32,belief,A_uniform,search,3,21,4,8,0.0,0.042877,0.7975,"search; -> (3, 21); at -17.01; drawn by gain -26.75; held back by travel +7.80; next best search -10.99; H 0.80; peak traceability 3.1"
F3 illegible-commit,16,33,belief,A_uniform,search,3,21,3,8,0.0,0.044688,0.7883,"search; -> (3, 21); at -18.85; drawn by gain -28.01; held back by travel +7.20; next best search -12.72; H 0.79; peak traceability 3.1"
F3 illegible-commit,16,34,belief,A_uniform,search,3,21,4,8,0.0,0.045822,0.7805,"search; -> (3, 21); at -20.27; drawn by gain -28.88; held back by travel +6.60; next best search -13.37; H 0.78; peak traceability 3.0"
F3 illegible-commit,16,35,belief,A_uniform,search,3,21,4,7,0.0,0.048053,0.7633,"search; -> (3, 21); at -22.39; drawn by gain -30.50; held back by travel +6.00; next best search -14.48; H 0.76; peak traceability 2.8"
F3 illegible-commit,16,36,belief,A_uniform,search,3,21,4,8,0.0,0.048485,0.7564,"search; -> (3, 21); at -23.17; drawn by gain -30.71; held back by travel +5.40; next best search -7.77; H 0.76; peak traceability 2.8"
F3 illegible-commit,16,37,belief,A_uniform,search,3,21,4,7,0.0,0.053953,0.7619,"search; -> (3, 21); at -22.78; drawn by gain -29.62; held back by travel +4.80; next best hold_position -0.95; H 0.76; peak traceability 2.9"
F3 illegible-commit,16,38,belief,A_uniform,search,2,21,4,6,0.0,0.065827,0.7935,"search; -> (2, 21); at -13.95; drawn by gain -24.31; held back by travel +4.80; next best hold_position -4.38; H 0.79; peak traceability 3.8"
F3 illegible-commit,16,39,belief,A_uniform,search,2,22,3,6,0.0,0.069856,0.8319,"search; -> (2, 22); at -6.47; drawn by gain -16.38; held back by travel +4.80; next best hold_position -4.86; H 0.83; peak traceability 5.4"
F3 illegible-commit,17,19,belief,A_uniform,search,7,2,9,10,0.1738,0.043147,0.8008,"search; -> (7, 2); at -14.86; drawn by gain -27.24; held back by travel +10.80; next best search -8.00; H 0.80; peak traceability 3.8"
F3 illegible-commit,17,20,belief,A_uniform,search,5,4,10,10,0.0025,0.046222,0.7996,"search; -> (5, 4); at -6.75; drawn by gain -22.28; held back by travel +7.80; next best hold_position -4.20; H 0.80; peak traceability 6995.5"
F3 illegible-commit,17,40,belief,A_uniform,search,6,17,11,21,0.0545,0.081489,0.7498,"search; -> (6, 17); at -15.24; drawn by gain -18.24; held back by travel +3.00; next best search -12.96; H 0.75; peak traceability 1227.4"
F3 illegible-commit,17,41,belief,A_uniform,search,6,17,11,22,0.0847,0.082629,0.7556,"search; -> (6, 17); at -16.47; drawn by gain -18.88; held back by travel +2.40; next best search -10.84; H 0.76; peak traceability 1317.1"
F3 illegible-commit,17,42,belief,A_uniform,search,6,18,10,22,0.0287,0.079474,0.7968,"search; -> (6, 18); at -8.72; drawn by gain -15.12; held back by dither +4.00; next best search -6.51; H 0.80; peak traceability 834.2"
F3 illegible-commit,17,43,belief,A_uniform,search,6,18,9,22,0.0441,0.067436,0.8099,"search; -> (6, 18); at -10.76; drawn by gain -12.57; held back by travel +1.80; next best search -5.45; H 0.81; peak traceability 789.8"
F3 illegible-commit,17,45,belief,A_uniform,search,11,21,8,21,0.3179,0.132546,0.6726,"search; -> (11, 21); at -23.45; drawn by gain -29.70; held back by travel +6.00; next best search -12.39; H 0.67; peak traceability 23.3"
F3 illegible-commit,17,46,belief,A_uniform,search,11,21,8,20,0.4213,0.115701,0.6909,"search; -> (11, 21); at -23.44; drawn by gain -29.12; held back by travel +5.40; next best search -10.78; H 0.69; peak traceability 20.8"
F3 illegible-commit,19,10,belief,A_uniform,search,10,10,10,10,0.3629,0.244819,0.5223,"search; -> (10, 10); at -32.96; drawn by gain -37.86; held back by travel +4.80; next best hold_position -20.61; H 0.52; peak traceability 58.9"
F3 illegible-commit,19,11,belief,A_uniform,search,10,11,10,11,0.0685,0.228069,0.6112,"search; -> (10, 11); at -25.71; drawn by gain -34.65; held back by travel +4.80; next best hold_position -17.99; H 0.61; peak traceability 44.6"
F3 illegible-commit,19,12,belief,A_uniform,search,10,12,10,12,0.0123,0.155262,0.7621,"search; -> (10, 12); at -17.76; drawn by gain -26.78; held back by travel +4.80; next best hold_position -12.83; H 0.76; peak traceability 27.6"
F3 illegible-commit,19,18,belief,A_uniform,search,10,16,10,16,0.5652,0.312232,0.4478,"search; -> (10, 16); at -28.65; drawn by gain -37.60; held back by travel +4.80; next best search -25.69; H 0.45; peak traceability 41.2"
F3 illegible-commit,19,20,belief,A_uniform,search,9,16,8,16,0.2364,0.195329,0.636,"search; -> (9, 16); at -22.08; drawn by gain -30.50; held back by travel +4.20; next best search -17.52; H 0.64; peak traceability 27.1"
F3 illegible-commit,19,21,belief,A_uniform,search,9,16,7,16,0.4196,0.175807,0.6606,"search; -> (9, 16); at -25.65; drawn by gain -29.47; held back by travel +3.60; next best search -18.44; H 0.66; peak traceability 26.5"
F3 illegible-commit,19,22,belief,A_uniform,search,9,16,6,16,0.615,0.151487,0.6839,"search; -> (9, 16); at -24.83; drawn by gain -28.07; held back by travel +3.00; next best search -17.75; H 0.68; peak traceability 24.4"
F3 illegible-commit,19,23,belief,A_uniform,search,8,16,6,15,0.1425,0.136916,0.7315,"search; -> (8, 16); at -18.40; drawn by gain -25.79; held back by dither +4.00; next best search -15.11; H 0.73; peak traceability 15.5"
F3 illegible-commit,19,24,belief,A_uniform,search,8,16,5,15,0.2068,0.137146,0.7883,"search; -> (8, 16); at -18.24; drawn by gain -20.99; held back by travel +2.40; next best search -11.90; H 0.79; peak traceability 17.4"
F3 illegible-commit,19,25,belief,A_uniform,search,8,16,5,14,0.2764,0.115958,0.8265,"search; -> (8, 16); at -14.38; drawn by gain -16.51; held back by travel +1.80; next best search -9.34; H 0.83; peak traceability 18.5"
F3 illegible-commit,19,26,belief,A_uniform,search,6,15,5,15,0.044,0.099453,0.7063,"search; -> (6, 15); at -21.41; drawn by gain -29.00; held back by dither +4.00; next best search -17.21; H 0.71; peak traceability 10.1"
F3 illegible-commit,19,27,belief,A_uniform,search,6,15,6,15,0.0659,0.084892,0.7307,"search; -> (6, 15); at -24.62; drawn by gain -27.57; held back by travel +2.40; next best search -16.82; H 0.73; peak traceability 10.9"
F3 illegible-commit,21,9,belief,A_uniform,search,10,15,9,17,0.4116,0.354102,0.3923,"search; -> (10, 15); at -26.69; drawn by gain -37.69; held back by travel +4.20; next best search -23.68; H 0.39; peak traceability 248.3"
F3 illegible-commit,21,33,belief,A_uniform,search,12,6,12,6,0.8054,0.219395,0.4007,"search; -> (12, 6); at -30.95; drawn by gain -39.96; held back by travel +4.80; next best search -27.99; H 0.40; peak traceability 28.0"
F3 illegible-commit,21,35,belief,A_uniform,search,11,6,10,6,0.3607,0.24814,0.4466,"search; -> (11, 6); at -27.04; drawn by gain -35.41; held back by travel +4.20; next best search -21.09; H 0.45; peak traceability 34.7"
F3 illegible-commit,21,36,belief,A_uniform,search,11,6,10,5,0.6669,0.268172,0.4049,"search; -> (11, 6); at -35.23; drawn by gain -38.97; held back by travel +3.60; next best search -19.85; H 0.40; peak traceability 40.9"
F3 illegible-commit,21,46,belief,A_uniform,search,8,1,6,3,0.1225,0.150773,0.5544,"search; -> (8, 1); at -27.21; drawn by gain -32.93; held back by travel +5.40; next best hold_position -11.31; H 0.55; peak traceability 18.4"
F3 illegible-commit,21,47,belief,A_uniform,search,8,1,6,4,0.2027,0.176635,0.5107,"search; -> (8, 1); at -32.98; drawn by gain -38.03; held back by travel +4.80; next best search -5.29; H 0.51; peak traceability 24.3"
F3 illegible-commit,21,48,belief,A_uniform,search,8,2,5,4,0.4026,0.156105,0.5018,"search; -> (8, 2); at -31.36; drawn by gain -39.33; held back by dither +4.00; next best search -6.91; H 0.50; peak traceability 16.3"
F3 illegible-commit,21,49,belief,A_uniform,search,8,2,4,4,0.4817,0.151171,0.5053,"search; -> (8, 2); at -36.15; drawn by gain -39.53; held back by travel +3.00; next best search -7.31; H 0.51; peak traceability 15.9"
F3 illegible-commit,21,50,belief,A_uniform,search,8,2,4,5,0.5576,0.140448,0.5074,"search; -> (8, 2); at -36.73; drawn by gain -39.52; held back by travel +2.40; next best search -7.24; H 0.51; peak traceability 15.5"
F3 illegible-commit,21,51,belief,A_uniform,search,8,2,4,6,0.6299,0.141134,0.5196,"search; -> (8, 2); at -37.23; drawn by gain -39.37; held back by travel +1.80; next best search -13.64; H 0.52; peak traceability 17.6"
F3 illegible-commit,21,52,belief,A_uniform,search,8,4,4,7,0.049,0.131725,0.582,"search; -> (8, 4); at -31.11; drawn by gain -37.95; held back by dither +4.00; next best hold_position -17.58; H 0.58; peak traceability 13.6"
F3 illegible-commit,21,53,belief,A_uniform,search,8,4,4,8,0.0611,0.213665,0.582,"search; -> (8, 4); at -33.22; drawn by gain -35.24; held back by travel +1.80; next best search -17.71; H 0.58; peak traceability 27.3"
F3 illegible-commit,21,57,belief,A_uniform,search,9,13,5,9,0.0,0.020535,0.8621,"search; -> (9, 13); at +0.76; drawn by gain -14.92; held back by travel +12.00; next best hold_position +1.06; H 0.86; peak traceability 1.6"
F3 illegible-commit,21,58,belief,A_uniform,search,9,13,4,9,0.0,0.020538,0.8603,"search; -> (9, 13); at +0.10; drawn by gain -15.00; held back by travel +11.40; next best hold_position +1.23; H 0.86; peak traceability 1.6"
F3 illegible-commit,21,59,belief,A_uniform,search,9,13,3,9,0.0,0.020418,0.8607,"search; -> (9, 13); at -0.47; drawn by gain -14.99; held back by travel +10.80; next best hold_position +1.43; H 0.86; peak traceability 1.6"
F3 illegible-commit,21,60,belief,A_uniform,search,9,13,2,9,0.0,0.020908,0.8589,"search; -> (9, 13); at -1.46; drawn by gain -15.42; held back by travel +10.20; next best hold_position +0.93; H 0.86; peak traceability 1.6"
F3 illegible-commit,21,61,belief,A_uniform,search,9,13,3,9,0.0,0.023915,0.8446,"search; -> (9, 13); at -4.21; drawn by gain -17.72; held back by travel +9.60; next best hold_position +0.08; H 0.84; peak traceability 1.5"
F3 illegible-commit,21,62,belief,A_uniform,search,9,13,4,9,0.0,0.025503,0.8286,"search; -> (9, 13); at -5.97; drawn by gain -18.99; held back by travel +9.00; next best hold_position +0.76; H 0.83; peak traceability 1.5"
F3 illegible-commit,21,63,belief,A_uniform,search,6,9,5,9,0.0,0.088373,0.6795,"search; -> (6, 9); at -26.68; drawn by gain -36.66; held back by travel +4.20; next best search -8.64; H 0.68; peak traceability 3.4"
F3 illegible-commit,21,64,belief,A_uniform,search,6,9,6,9,0.0,0.088331,0.6904,"search; -> (6, 9); at -30.61; drawn by gain -35.92; held back by travel +3.60; next best hold_position -2.63; H 0.69; peak traceability 3.5"
F3 illegible-commit,21,65,belief,A_uniform,search,7,9,7,9,0.0,0.09016,0.6883,"search; -> (7, 9); at -26.01; drawn by gain -35.66; held back by dither +4.00; next best hold_position -2.98; H 0.69; peak traceability 2.9"
F3 illegible-commit,21,66,belief,A_uniform,search,7,8,8,9,0.0,0.078261,0.7064,"search; -> (7, 8); at -25.06; drawn by gain -33.46; held back by dither +4.00; next best hold_position -6.54; H 0.71; peak traceability 3.0"
F3 illegible-commit,21,70,belief,A_uniform,search,10,10,10,9,0.0001,0.249607,0.4594,"search; -> (10, 10); at -34.12; drawn by gain -39.43; held back by travel +4.80; next best hold_position -21.33; H 0.46; peak traceability 11.8"
F3 illegible-commit,21,71,belief,A_uniform,search,10,10,10,10,0.0251,0.356889,0.3087,"search; -> (10, 10); at -35.60; drawn by gain -39.95; held back by travel +4.20; next best hold_position -23.69; H 0.31; peak traceability 40.4"
F3 illegible-commit,21,72,belief,A_uniform,search,10,11,10,11,0.3925,0.426129,0.2836,"search; -> (10, 11); at -31.62; drawn by gain -39.99; held back by travel +4.20; next best hold_position -31.36; H 0.28; peak traceability 35.4"
F3 illegible-commit,21,73,belief,A_uniform,search,10,11,10,12,0.5658,0.289775,0.3851,"search; -> (10, 11); at -36.31; drawn by gain -39.96; held back by travel +3.60; next best hold_position -36.08; H 0.39; peak traceability 113.9"
F3 illegible-commit,21,75,belief,A_uniform,search,10,14,10,14,0.1365,0.276873,0.396,"search; -> (10, 14); at -34.34; drawn by gain -39.96; held back by travel +4.80; next best search -32.15; H 0.40; peak traceability 7.3"
F3 illegible-commit,21,76,belief,A_uniform,search,10,15,10,15,0.0317,0.229259,0.4337,"search; -> (10, 15); at -30.08; drawn by gain -39.52; held back by travel +4.80; next best hold_position -25.50; H 0.43; peak traceability 9.5"
F3 illegible-commit,21,77,belief,A_uniform,search,10,16,10,16,0.0051,0.246326,0.4808,"search; -> (10, 16); at -28.50; drawn by gain -37.90; held back by travel +4.80; next best search -26.18; H 0.48; peak traceability 10.0"
F3 illegible-commit,21,78,belief,A_uniform,search,10,16,9,16,0.0152,0.158674,0.5386,"search; -> (10, 16); at -24.82; drawn by gain -37.03; held back by redundancy +7.68; next best search -20.36; H 0.54; peak traceability 18.0"
F3 illegible-commit,21,79,belief,A_uniform,search,9,16,10,16,0.1617,0.399833,0.3141,"search; -> (9, 16); at -31.01; drawn by gain -39.42; held back by travel +4.20; next best search -23.38; H 0.31; peak traceability 27.5"
F3 illegible-commit,24,20,belief,A_uniform,search,10,14,10,14,0.3339,0.191597,0.4808,"search; -> (10, 14); at -30.99; drawn by gain -39.97; held back by travel +4.80; next best search -29.67; H 0.48; peak traceability 33.7"
F3 illegible-commit,24,21,belief,A_uniform,search,10,15,10,15,0.0865,0.169497,0.5009,"search; -> (10, 15); at -30.39; drawn by gain -39.35; held back by travel +4.80; next best hold_position -29.14; H 0.50; peak traceability 37.4"
F3 illegible-commit,24,22,belief,A_uniform,search,10,16,10,16,0.0147,0.20033,0.5258,"search; -> (10, 16); at -28.14; drawn by gain -37.17; held back by travel +4.80; next best search -26.51; H 0.53; peak traceability 26.1"
F3 illegible-commit,24,23,belief,A_uniform,search,10,16,10,17,0.0379,0.14638,0.5528,"search; -> (10, 16); at -25.54; drawn by gain -37.55; held back by redundancy +7.68; next best search -21.71; H 0.55; peak traceability 43.1"
F3 illegible-commit,24,24,belief,A_uniform,search,9,16,9,17,0.007,0.223696,0.5337,"search; -> (9, 16); at -25.00; drawn by gain -33.39; held back by travel +4.20; next best search -20.24; H 0.53; peak traceability 31.0"
F3 illegible-commit,24,25,belief,A_uniform,search,9,16,9,18,0.015,0.231249,0.4994,"search; -> (9, 16); at -32.78; drawn by gain -36.55; held back by travel +3.60; next best search -25.58; H 0.50; peak traceability 34.8"
F3 illegible-commit,24,26,belief,A_uniform,search,9,16,9,19,0.0269,0.211653,0.4959,"search; -> (9, 16); at -33.67; drawn by gain -36.85; held back by travel +3.00; next best search -26.44; H 0.50; peak traceability 33.9"
F3 illegible-commit,24,27,belief,A_uniform,search,8,16,9,20,0.0057,0.208707,0.5207,"search; -> (8, 16); at -28.89; drawn by gain -36.15; held back by dither +4.00; next best search -25.36; H 0.52; peak traceability 23.5"
F3 illegible-commit,24,28,belief,A_uniform,search,8,16,10,20,0.0097,0.248949,0.5585,"search; -> (8, 16); at -31.23; drawn by gain -33.82; held back by travel +2.40; next best search -24.46; H 0.56; peak traceability 31.4"
F3 illegible-commit,24,29,belief,A_uniform,search,8,16,11,20,0.0152,0.251516,0.599,"search; -> (8, 16); at -28.75; drawn by gain -30.70; held back by travel +1.80; next best search -23.49; H 0.60; peak traceability 39.9"
F3 illegible-commit,24,31,belief,A_uniform,search,6,15,12,19,0.0001,0.038252,0.8772,"search; -> (6, 15); at -8.96; drawn by gain -13.34; held back by travel +3.00; next best search -8.20; H 0.88; peak traceability 4.3"
F3 illegible-commit,24,32,belief,A_uniform,search,6,17,12,18,0.0003,0.032997,0.8756,"search; -> (6, 17); at -3.75; drawn by gain -11.29; held back by dither +4.00; next best search -1.50; H 0.88; peak traceability 3.5"
F3 illegible-commit,24,34,belief,A_uniform,search,6,18,12,16,0.0002,0.023647,0.8768,"search; -> (6, 18); at -3.00; drawn by gain -7.42; held back by travel +2.40; next best search -0.54; H 0.88; peak traceability 2.2"
F3 illegible-commit,24,35,belief,A_uniform,search,6,18,12,15,0.0003,0.023152,0.8761,"search; -> (6, 18); at -2.12; drawn by gain -6.12; held back by illegibility +2.20; next best hold_position +0.24; H 0.88; peak traceability 2.2"
F3 illegible-commit,29,26,belief,A_uniform,search,12,19,12,6,0.7763,0.029649,0.8554,"search; -> (12, 19); at -0.45; drawn by gain -11.13; held back by travel +6.60; next best search -0.25; H 0.86; peak traceability 2.2"
F3 illegible-commit,29,27,belief,A_uniform,search,12,19,11,6,0.7946,0.028724,0.8551,"search; -> (12, 19); at -1.05; drawn by gain -11.08; held back by travel +6.00; next best hold_position +1.33; H 0.86; peak traceability 2.2"
F3 illegible-commit,29,28,belief,A_uniform,search,12,19,12,6,0.813,0.026934,0.8512,"search; -> (12, 19); at -1.07; drawn by gain -10.41; held back by travel +5.40; next best hold_position +1.02; H 0.85; peak traceability 2.2"
F3 illegible-commit,29,29,belief,A_uniform,search,12,19,11,6,0.8314,0.025815,0.8513,"search; -> (12, 19); at -1.25; drawn by gain -9.95; held back by travel +4.80; next best hold_position +1.38; H 0.85; peak traceability 2.2"
F3 illegible-commit,29,30,belief,A_uniform,search,12,19,10,6,0.8498,0.024547,0.8513,"search; -> (12, 19); at -1.49; drawn by gain -9.55; held back by travel +4.20; next best hold_position +1.32; H 0.85; peak traceability 2.1"
F3 illegible-commit,29,31,belief,A_uniform,search,12,19,10,5,0.8681,0.024057,0.8515,"search; -> (12, 19); at -1.41; drawn by gain -8.81; held back by illegibility +3.80; next best hold_position +1.13; H 0.85; peak traceability 2.2"
F3 illegible-commit,29,32,belief,A_uniform,search,12,19,10,4,0.8864,0.020817,0.8508,"search; -> (12, 19); at -0.07; drawn by gain -6.74; held back by illegibility +3.67; next best hold_position +1.01; H 0.85; peak traceability 1.9"
F3 illegible-commit,37,11,belief,A_uniform,search,10,10,10,11,0.1116,0.105419,0.7291,"search; -> (10, 10); at -26.31; drawn by gain -31.30; held back by travel +4.80; next best hold_position -24.02; H 0.73; peak traceability 31.2"
F3 illegible-commit,37,16,belief,A_uniform,search,10,14,10,14,0.7304,0.20456,0.4493,"search; -> (10, 14); at -30.71; drawn by gain -39.69; held back by travel +4.80; next best search -29.64; H 0.45; peak traceability 33.8"
F3 illegible-commit,37,17,belief,A_uniform,search,10,15,10,15,0.1793,0.168389,0.5183,"search; -> (10, 15); at -29.29; drawn by gain -38.25; held back by travel +4.80; next best hold_position -27.77; H 0.52; peak traceability 36.0"
F3 illegible-commit,37,18,belief,A_uniform,search,10,16,10,16,0.0294,0.170572,0.647,"search; -> (10, 16); at -23.76; drawn by gain -32.83; held back by travel +4.80; next best search -21.30; H 0.65; peak traceability 22.0"
F3 illegible-commit,37,19,belief,A_uniform,search,10,16,9,16,0.0826,0.085183,0.8118,"search; -> (10, 16); at -11.94; drawn by gain -24.06; held back by redundancy +7.68; next best hold_position -11.70; H 0.81; peak traceability 25.0"
F3 illegible-commit,37,20,belief,A_uniform,search,9,16,10,16,0.547,0.376644,0.3802,"search; -> (9, 16); at -29.45; drawn by gain -37.77; held back by travel +4.20; next best search -21.67; H 0.38; peak traceability 52.1"
F3 illegible-commit,37,24,belief,A_uniform,search,8,16,6,16,0.8365,0.257773,0.5858,"search; -> (8, 16); at -25.45; drawn by gain -32.04; held back by dither +4.00; next best search -23.28; H 0.59; peak traceability 32.5"
F3 illegible-commit,39,20,belief,A_uniform,search,12,19,12,13,0.8875,0.015911,0.915,"search; -> (12, 19); at +0.78; drawn by gain -3.66; held back by travel +2.40; next best hold_position +1.05; H 0.92; peak traceability 2.5"
F5 premature-stand-down,12,29,belief,A_uniform,resume_post,12,20,12,15,0.4222,0.016141,0.8721,"resume_post; -> (12, 20); at +0.00; next best hold_position +0.83; H 0.87; peak traceability 1.0"
